5,7,3,1,;
1,0,0,0.8408273297750753
2,0,0,0.7483682995759101
3,0,0,0.8465499991085048
4,0,0,0.7652286597378404
5,0,0,0.8768501440830132
6,0,0,0.7398453639192148
7,0,0,0.8443794451678697
8,0,0,0.7171822915639997
-
14,9,12,14,;
1,0,2,0.7111882780216798
2,0,0,0.7483682995759101
3,0,2,0.8836592525340209
4,0,0,0.7652286597378404
5,0,2,0.8563484585421973
6,0,0,0.7398453639192148
7,0,2,0.8679095186830844
8,0,0,0.7171822915639997
9,5,0,0.8768501440830132
10,5,0,0.8563484585421973
11,7,0,0.8443794451678697
12,7,0,0.8679095186830844
13,3,0,0.8465499991085048
14,3,0,0.8836592525340209
15,1,0,0.8408273297750753
16,1,0,0.7111882780216798
-
14,17,22,19,;
1,0,2,0.7111882780216798
2,0,0,0.7483682995759101
3,0,2,0.8836592525340209
4,0,0,0.7652286597378404
5,0,2,0.8563484585421973
6,0,0,0.7398453639192148
7,0,2,0.8679095186830844
8,0,0,0.7171822915639997
9,5,2,0.898116275120647
10,5,0,0.8563484585421973
11,7,0,0.8443794451678697
12,7,2,0.8772016309923218
13,3,0,0.8465499991085048
14,3,4,0.739202921841931
15,1,0,0.8408273297750753
16,1,0,0.7111882780216798
17,14,0,0.8836592525340209
18,14,0,0.8471188862973823
19,9,0,0.8768501440830132
20,9,0,0.898116275120647
21,12,0,0.8679095186830844
22,12,0,0.8772016309923218
23,14,0,0.8342803855050928
24,14,0,0.739202921841931
-
20,20,26,28,27,17,;
1,0,2,0.7111882780216798
2,0,0,0.7483682995759101
3,0,2,0.8836592525340209
4,0,0,0.7652286597378404
5,0,2,0.8563484585421973
6,0,0,0.7398453639192148
7,0,2,0.8679095186830844
8,0,0,0.7171822915639997
9,5,2,0.898116275120647
10,5,0,0.8563484585421973
11,7,0,0.8443794451678697
12,7,2,0.8772016309923218
13,3,0,0.8465499991085048
14,3,6,0.8881583315202651
15,1,0,0.8408273297750753
16,1,0,0.7111882780216798
17,14,2,0.8867846719060304
18,14,0,0.8471188862973823
19,9,2,0.8555270755168871
20,9,0,0.898116275120647
21,12,0,0.8679095186830844
22,12,2,0.8435979399632596
23,14,0,0.8342803855050928
24,14,0,0.739202921841931
25,14,0,0.8178804283376442
26,14,0,0.8881583315202651
27,17,0,0.8836592525340209
